stationid	stationname	province	latitude	longitude	start_dt	end_dt
4369	RIDEAU CANAL NARROWS	ON	44.7	-76.3	1954-01-01	1969-05-31
4370	RIDEAU CANAL PERTH	ON	44.9	-76.25	1954-03-01	1956-04-30
4371	RIDEAU CANAL UPP BREWERS	ON	44.42	-76.32	1954-01-01	1967-12-31
4372	RIDEAU CANAL WOLFE LAKE	ON	44.6	-76.4	1954-01-01	1961-12-29
4381	SHIRLEY BAY	ON	45.35	-75.88	1954-02-01	1956-10-31
4396	THORNBURY SLAMA	ON	44.57	-80.49	1968-03-01	2005-05-31
4400	ALLAN PARK	ON	44.17	-80.93	1975-08-20	1976-11-04
4404	AYTON	ON	44.08	-80.83	1988-05-01	1993-12-31
4406	BARRIE	ON	44.4	-79.68	1866-01-01	1958-06-30
4407	BARRIE CKVR	ON	44.35	-79.7	1960-03-01	1961-02-28
4408	BARRIE WPCC	ON	44.38	-79.69	1968-05-01	2009-05-27
4411	BEAVERTON	ON	44.42	-79.15	1948-03-23	1959-08-31
4437	COOKSTOWN	ON	44.21	-79.69	1972-06-14	2007-04-30
4444	EMSDALE	ON	45.5	-79.23	1895-08-01	1952-09-30
4453	HARP LAKE	ON	45.38	-79.12	1976-06-01	1976-06-30
4456	HONEY HBR BEAUSOLEIL	ON	44.85	-79.87	1974-10-22	2003-12-31
4457	HOPEVILLE	ON	44.08	-80.57	1947-11-01	1964-10-31
4462	KATRINE	ON	45.58	-79.35	1949-04-09	1949-10-31
4463	KATRINE DOE LAKE	ON	45.53	-79.4	1977-12-01	1995-10-31
4465	KIMBERLEY	ON	44.38	-80.53	1968-03-01	1968-05-31
4471	MEAFORD	ON	44.58	-80.58	1899-03-01	1966-10-31
4472	MEAFORD WILLOWMERE	ON	44.62	-80.63	1965-12-16	1982-08-31
4476	MILFORD BAY	ON	45.1	-79.48	1965-12-14	1984-07-31
4487	PARRY SOUND	ON	45.33	-80.0	1874-10-01	1976-09-30
4488	PARRY SOUND	ON	45.35	-80.05	1979-10-01	1991-11-30
4489	PARRY SOUND MARTYR IS	ON	45.27	-80.25	1975-06-01	1996-07-31
4490	PARRY SOUND ONT HYDRO	ON	0.0	0.0	1964-05-01	1968-07-31
4493	POWASSAN	ON	46.12	-79.25	1974-07-01	2010-12-05
4494	POWASSAN VALLEYVIEW	ON	46.08	-79.35	1970-04-13	1974-04-30
4504	ROCKLYN	ON	44.47	-80.63	1989-10-01	2004-09-30
4518	THORNBURY MATTS MOTEL	ON	44.55	-80.45	1962-06-01	1969-06-22
4519	THORNBURY ORCHARD	ON	44.57	-80.48	1965-12-16	1965-12-31
4520	THORNTON	ON	44.28	-79.68	1973-05-01	1974-05-31
4523	TRETHEWEY FALLS	ON	44.98	-79.28	1950-05-01	1956-10-31
4524	TROUT CREEK	ON	46.03	-79.38	1981-07-01	2006-08-31
4525	UDORA	ON	44.26	-79.16	1989-09-01	2023-03-04
4530	WALTERS FALLS	ON	44.52	-80.73	1983-05-01	2006-07-31
4538	WIARTON A	ON	44.75	-81.11	1953-01-01	2014-11-05
4545	BLYTH	ON	43.72	-81.38	1959-02-01	2010-01-31
4548	BRUSSELS	ON	43.73	-81.23	1965-08-01	1967-09-30
4549	CAIRO	ON	42.7	-81.9	1965-07-01	1967-04-30
4557	DASHWOOD	ON	43.37	-81.62	1976-04-14	2000-12-31
4562	FOREST	ON	43.17	-82.03	1924-09-01	1991-10-31
4563	FOREST MCNABB	ON	43.1	-82.0	1960-12-01	1963-04-30
4564	FORMOSA	ON	44.07	-81.28	1975-08-19	1976-06-30
4577	MILLER LAKE FOREST	ON	45.1	-81.52	1952-10-01	1971-10-31
4578	NEWBURY	ON	42.72	-81.85	1980-11-01	1987-12-31
4585	PINERY	ON	43.25	-81.85	1979-02-01	1984-07-31
4596	TARA	ON	44.52	-81.16	1986-07-01	2011-03-31
4608	AYLMER	ON	42.77	-80.98	1948-05-01	1981-12-31
4609	AYLMER 2	ON	42.77	-81.0	1958-05-01	1961-03-31
4610	AYLMER ONT HYDRO	ON	42.78	-80.98	1983-05-01	2000-08-31
4611	BINBROOK	ON	43.12	-79.83	1967-02-09	1970-03-31
4612	CALEDONIA	ON	43.08	-79.95	1931-01-19	1966-11-30
4614	CANFIELD	ON	43.0	-79.75	1969-11-27	1971-11-30
4634	FONTHILL	ON	43.03	-79.3	1945-11-01	1969-06-30
4636	GLENCOLIN	ON	42.8	-80.87	1958-03-14	1967-09-29
4642	HAGERSVILLE	ON	42.97	-80.07	1948-04-01	2004-07-31
4643	HAGERSVILLE 2	ON	42.93	-80.08	1956-08-01	1984-10-31
4644	HARROW CDA	ON	42.03	-82.9	1917-04-05	1993-06-30
4653	MARSTON VERHEGGHE	ON	42.7	-80.6	1978-05-01	1987-08-31
4657	NIAGARA FALLS	ON	43.13	-79.08	1902-12-01	1995-12-31
4658	NIAGARA FALLS CHIPPAWA	ON	43.07	-79.05	1988-08-02	1990-10-31
4659	NIAGARA FALLS NPCSH	ON	43.13	-79.05	1980-06-01	2011-05-25
4669	PORT BURWELL RES STN 1	ON	42.68	-80.88	1962-04-01	1964-11-30
4681	RODNEY	ON	42.55	-81.62	1984-05-01	1991-10-31
4688	ST THOMAS	ON	42.78	-81.17	1882-07-01	1980-04-30
4689	ST THOMAS WPCP	ON	42.77	-81.21	1980-05-01	2023-03-08
4690	ST WILLIAMS	ON	42.7	-80.45	1954-04-24	1988-12-31
4691	ST WILLIAMS AUTOMATIC CLIMATE STATION	ON	42.7	-80.45	1989-01-01	1998-09-30
4697	TALBOTVILLE	ON	42.8	-81.25	1953-08-01	1960-09-30
4709	WARDSVILLE	ON	42.6	-81.77	1970-05-13	1977-02-10
4713	WELLAND CHOW	ON	42.93	-79.25	1960-10-01	1960-11-30
4723	ELORA AUTOMATIC CLIMATE STATION	ON	43.65	-80.42	1986-01-01	2003-09-30
4724	NEWTON	ON	43.58	-80.9	1986-11-02	2000-06-30
4725	BLUE ROCKWOOD	ON	43.58	-80.12	1974-06-01	1976-03-31
4726	BLUE SCOUT	ON	43.62	-80.08	1974-05-08	1976-03-31
4727	BLUE CORWHIN	ON	43.53	-80.12	1974-05-14	1976-03-31
4732	AYR	ON	43.28	-80.45	1956-05-01	1961-07-31
4733	BLUE SPRINGS CREEK	ON	43.63	-80.12	1966-07-01	1980-07-31
4734	BRANTFORD	ON	43.13	-80.27	1876-01-01	1963-06-30
4741	CANNING	ON	43.18	-80.45	1968-04-18	1971-11-30
4756	ELORA RESEARCH STN	ON	43.65	-80.42	1969-03-01	1985-12-31
4757	EMBRO INNES	ON	43.25	-80.93	1977-08-23	2003-12-31
4758	FALKLAND	ON	43.13	-80.45	1962-04-01	1969-08-31
4765	GLEN ALLAN	ON	43.68	-80.71	1955-08-01	2013-12-31
4766	GLENCOE	ON	42.7	-81.7	1948-05-01	1958-02-28
4769	GRAND VALLEY WPCP	ON	43.88	-80.33	1974-05-01	1994-12-31
4778	ILDERTON	ON	43.12	-81.38	1951-06-18	1956-08-31
4779	ILDERTON BEAR CREEK	ON	43.05	-81.43	1971-04-15	2001-09-30
4789	LONDON INTL AIRPORT	ON	43.03	-81.15	1953-01-01	2012-12-31
4791	LONDON SHARON DRIVE	ON	43.03	-81.28	1956-09-01	1993-01-31
4794	LUTHER DAM	ON	43.97	-80.4	1951-06-08	1954-08-31
4796	MILLERS LAKE	ON	43.28	-80.38	1964-06-01	1971-08-31
4798	MONTICELLO	ON	43.97	-80.4	1954-10-01	1995-08-31
4801	MOUNT BRYDGES	ON	42.9	-81.55	1958-01-01	1962-01-31
4802	MOUNT FOREST	ON	43.98	-80.75	1962-01-01	1986-10-29
4805	NEWTON	ON	43.58	-80.88	1965-06-01	1967-11-30
4806	OXFORD CENTRE	ON	43.1	-80.68	1961-12-01	1965-04-30
4808	PARKHILL	ON	43.17	-81.7	1958-11-01	1962-11-30
4810	PRESTON	ON	43.4	-80.42	1953-05-12	1996-06-30
4811	PRESTON WPCP	ON	43.38	-80.35	1970-10-15	1997-02-28
4841	TORONTO BUTTONVILLE A	ON	43.86	-79.37	1986-05-23	2015-05-20
4845	NEWMARKET 2	ON	44.03	-79.4	1988-04-01	1988-09-30
4870	BRADFORD MUCK RESEARCH	ON	44.03	-79.6	1974-01-01	1998-11-30
4871	BRADFORD OAC	ON	44.1	-79.6	1960-05-01	1966-09-30
4872	BRADFORD ODA	ON	44.12	-79.55	1966-08-01	1968-01-31
4873	BRADFORD SPRINGDALE	ON	44.03	-79.62	1966-07-01	1982-05-31
4874	BRAMALEA	ON	43.68	-79.72	1967-09-01	1971-02-28
4875	BRAMPTON	ON	43.7	-79.77	1870-12-18	1964-12-31
4876	BRAMPTON MOE	ON	43.67	-79.7	1962-07-01	1993-12-31
4889	CALEDON	ON	43.87	-79.93	1979-10-01	1980-06-30
4901	CHRISTIE CONSERVATION	ON	43.28	-80.02	1976-06-23	1994-12-31
4909	COOKSVILLE	ON	43.57	-79.55	1962-01-01	1965-09-30
4916	EDGELEY	ON	43.78	-79.55	1958-11-01	1960-02-29
4921	GARDEN HILL	ON	44.03	-78.4	1967-06-01	1968-06-30
4924	GLEN HAFFY MONO MILLS	ON	43.93	-79.95	1959-01-01	2003-12-31
4925	GLENORA RS	ON	44.03	-77.05	1958-08-01	1969-07-31
4947	HUTTONVILLE	ON	43.67	-79.82	1973-01-03	1978-04-30
4948	IDA	ON	44.25	-78.43	1967-11-19	1969-04-30
4949	IVANHOE	ON	44.38	-77.52	1978-05-01	1981-12-31
4955	LAKEPORT	ON	43.98	-77.92	1952-04-15	1959-02-28
4956	LAKEVIEW MOE	ON	43.57	-79.57	1963-01-01	1994-12-31
4957	LESKARD	ON	44.02	-78.65	1978-09-21	1996-09-30
4976	MILLBROOK	ON	44.15	-78.48	1975-09-01	1985-08-31
4977	MILLGROVE	ON	43.32	-79.97	1951-03-18	2006-04-30
4978	MILTON KELSO	ON	43.5	-79.95	1966-06-01	1987-04-30
4982	MOUNTAIN VIEW	ON	44.08	-77.38	1966-07-01	1969-05-31
4983	NEWMARKET	ON	44.07	-79.43	1871-05-01	1967-11-30
4984	NEWMARKET CHERRYWOOD	ON	44.07	-79.47	1972-03-20	1974-08-31
4985	NEWMARKET WPCP	ON	44.07	-79.43	1984-07-01	1985-07-29
5007	PINE GROVE	ON	43.8	-79.58	1957-07-01	1996-10-31
5009	DUCK BAY	MB	52.12	-100.2	1991-03-01	1994-04-30
5015	QUEENSVILLE	ON	44.12	-79.42	1971-05-01	1972-06-30
5016	RICHMOND HILL	ON	43.88	-79.45	1959-06-01	2014-02-28
5020	GRAND LAKE	NL	49.08	-57.18	1984-10-01	1990-12-31
5022	RICHMOND HILL WPCP	ON	43.87	-79.43	1960-05-09	1981-10-31
5023	RICHMOND HILL 2	ON	43.9	-79.4	1989-06-01	1991-10-31
5027	SANDHILL	ON	43.81	-79.81	1981-06-01	2010-06-30
5029	SEAGRAVE	ON	44.18	-78.93	1981-06-01	1987-11-30
5035	SOPER CREEK WPCP	ON	43.9	-78.67	1978-04-01	1982-07-31
5040	TORONTO CASTLEMERE	ON	43.78	-79.32	1971-04-01	1980-06-30
5041	STELLA-AMHERST	ON	44.15	-76.65	1978-12-01	1982-02-28
5049	THORNHILL GRANDVIEW	ON	43.8	-79.42	1965-07-01	2007-06-30
5064	TORONTO CURRAN HALL	ON	43.75	-79.2	1960-07-15	1965-06-30
5066	TORONTO DISCO	ON	43.7	-79.62	1976-04-01	1977-11-30
5067	TORONTO DON MILLS	ON	43.78	-79.33	1963-10-09	1966-05-31
5068	TORONTO DORSET PARK	ON	43.75	-79.28	1957-11-01	1965-04-30
5069	TORONTO DOWNSVIEW A	ON	43.75	-79.48	1956-10-01	1982-06-30
5070	TORONTO DOWNSVIEW S	ON	43.72	-79.48	1951-01-10	1970-11-30
5071	TORONTO DUNN LORING WOOD	ON	43.8	-79.35	1965-11-01	1975-10-31
5072	TORONTO EAST YORK	ON	43.7	-79.33	1951-01-04	1957-06-30
5073	TORONTO ELLESMERE	ON	43.77	-79.27	1959-07-13	1994-12-31
5074	TORONTO ETOBICOKE	ON	43.63	-79.53	1963-12-01	1980-10-31
5075	TORONTO FALLINGBROOK	ON	43.68	-79.27	1957-02-01	1976-11-30
5076	TORONTO GLENDALE	ON	43.75	-79.42	1958-01-01	1969-04-30
5077	TORONTO GLENVIEW	ON	43.7	-79.45	1953-01-17	1966-02-28
5078	TORONTO GREENWOOD	ON	43.67	-79.32	1966-04-02	1981-07-31
5079	TORONTO HIBISCUS COURT	ON	43.75	-79.58	1959-07-18	1961-08-31
5128	TRENTON ONT HYDRO	ON	44.13	-77.6	1915-07-01	1992-03-31
5130	TRENTON MOE	ON	44.12	-77.57	1960-09-01	1978-10-31
5136	TYRONE	ON	44.02	-78.73	1967-07-01	1999-10-31
5137	UNIONVILLE	ON	43.93	-79.33	1960-12-01	1974-12-31
5138	UNIONVILLE OWRC	ON	43.87	-79.3	1970-02-01	1970-03-31
5145	WELLINGTON	ON	43.95	-77.33	1948-05-01	1991-12-31
5156	BOBCAYGEON	ON	44.52	-78.62	1986-04-01	1993-01-31
5159	CLOYNE ONT HYDRO	ON	44.82	-77.18	1967-11-01	1981-06-30
5171	HYBLA MARSHALL	ON	45.15	-77.85	1974-11-20	1980-01-31
5175	LAKEFIELD	ON	44.47	-78.23	1874-08-01	1990-09-30
5185	PETERBOROUGH	ON	44.28	-78.32	1866-04-02	1970-12-31
5186	PETERBOROUGH A	ON	44.23	-78.37	1969-02-01	2005-12-31
5187	PETERBOROUGH CHEX	ON	44.33	-78.3	1960-06-24	1961-06-30
5188	PETERBOROUGH DOBBIN TS	ON	44.32	-78.4	1965-07-01	1994-12-31
5189	PETERBOROUGH ONT HYDRO	ON	44.33	-78.32	1949-09-01	1965-06-30
5196	WEST GUILFORD	ON	45.1	-78.68	1968-04-01	1987-09-30
5201	TROIS RIVIERES AQUEDUC	QC	46.38	-72.62	1974-09-01	2009-04-14
5212	CHARLESBOURG JAR ZOO	QC	46.9	-71.3	1963-01-01	1977-08-16
5213	CHARLESBOURG PARC ORLEAN	QC	46.87	-71.27	1971-09-01	2007-04-30
5215	CLUB TOURILLI	QC	47.03	-71.7	1949-09-01	1951-07-31
5216	CLUB TOURILLI	QC	47.08	-71.9	1949-09-01	1953-05-21
5219	DEPOT JOBIN	QC	47.23	-71.63	1950-10-01	1959-06-24
5220	DESCHAMBAULT	QC	46.67	-71.92	1971-07-01	2022-12-23
5223	DUBERGER	QC	46.82	-71.3	1971-10-01	1993-03-31
5224	DUCHESNAY	QC	46.87	-71.65	1963-01-01	1994-04-09
5225	HEROUXVILLE	QC	46.67	-72.6	1966-11-01	2021-04-30
5226	HERVEY JONCTION	QC	46.85	-72.47	1926-08-21	1978-09-14
5239	LES CEDRES	QC	45.3	-74.05	1913-02-20	2022-12-30
5240	LES SAULES	QC	46.82	-71.32	1973-01-01	1973-04-30
5244	MASCOUCHE	QC	45.75	-73.6	1973-03-02	2006-10-12
5245	MASKINONGE	QC	46.23	-73.02	1957-06-01	1973-07-31
5249	QUEBEC	QC	46.8	-71.22	1872-06-01	1959-02-28
5250	QUEBEC 2	QC	46.8	-71.27	1956-09-01	1968-02-29
5251	QUEBEC/JEAN LESAGE INTL A	QC	46.8	-71.38	1953-01-01	2013-12-31
5255	ST ALBAN	QC	46.72	-72.08	1949-09-01	2022-12-31
5273	ST GABRIEL DE BRANDON	QC	46.3	-73.38	1919-03-01	1985-01-31
5274	ST JACQUES	QC	45.95	-73.58	1957-06-01	2018-06-15
5275	ST JANVIER	QC	45.73	-73.88	1973-01-01	2016-04-23
5284	STE THERESE SEMINAIRE	QC	45.63	-73.85	1960-10-17	1961-08-31
5285	STE THERESE OUEST	QC	45.65	-73.88	1961-08-06	2010-09-30
5286	ST THOMAS DE CAXTON	QC	46.37	-72.8	1980-11-21	1991-01-31
5287	ST TITE	QC	46.73	-72.57	1920-05-01	1985-01-31
5288	ST UBALD	QC	46.68	-72.32	1963-01-01	1964-08-28
5289	ST ZENON	QC	46.62	-73.87	1973-08-01	1994-05-31
5292	TROIS RIVIERES	QC	46.37	-72.6	1934-11-11	1986-08-31
5297	DAVELUYVILLE	QC	46.18	-72.2	1966-10-01	1994-05-30
5302	ST FRANCOIS DE LAVAL	QC	45.67	-73.58	1973-01-01	1985-01-31
5303	SHERMAN BROOK NORTH	QC	45.45	-71.5	1973-01-01	1975-07-31
5308	ABERCORN	QC	45.03	-72.67	1950-12-01	1985-01-31
5313	AUTEUIL	QC	45.65	-73.73	1983-06-28	2016-11-02
5316	BECANCOUR	QC	46.33	-72.43	1966-10-01	1994-05-31
5335	CHRISTMAS BROOK NORTH	QC	45.42	-71.37	1973-01-01	1978-08-31
5339	COATICOOK	QC	45.15	-71.8	1949-09-13	2022-12-31
5342	COOKSHIRE	QC	45.42	-71.63	1964-06-02	1980-10-31
5345	DANVILLE	QC	45.82	-71.98	1871-10-01	2022-12-31
5358	FARNHAM	QC	45.3	-72.9	1917-06-01	2022-12-31
5359	FARNHAM S	QC	45.25	-72.97	1973-04-01	1974-07-31
5366	GARTHBY	QC	45.83	-71.38	1963-01-01	1994-05-31
5376	IBERVILLE	QC	45.33	-73.25	1963-01-01	2016-10-06
5379	ISLAND BROOK NORTH	QC	45.45	-71.45	1973-01-01	1974-09-30
5387	LAMBTON	QC	45.83	-71.08	1915-05-01	1994-05-31
5388	LA PATRIE	QC	45.4	-71.25	1949-09-10	1981-12-09
5390	LA PROVIDENCE	QC	45.62	-72.95	1990-04-02	1991-03-31
5391	LA SALLE	QC	45.43	-73.62	1973-01-01	1983-07-10
5407	MARTINVILLE	QC	45.3	-71.73	1965-04-01	1982-03-31
5414	MONTREAL ICE CONTROL	QC	45.47	-73.5	1967-02-01	1970-10-31
5425	NEW MEXICO	QC	45.35	-71.48	1973-01-01	1975-11-12
5427	NORTH HATLEY	QC	45.28	-71.95	1965-05-01	1982-03-31
5444	SABREVOIS	QC	45.22	-73.2	1975-09-10	2021-04-27
5446	ST ADRIEN D IRLANDE	QC	46.12	-71.45	1965-05-01	1982-03-31
5483	ST GEDEON	QC	45.87	-70.62	1965-09-01	1994-07-09
5485	ST GEORGES	QC	46.15	-70.7	1963-01-07	2022-12-31
5486	ST GUILLAUME	QC	45.88	-72.77	1963-01-06	2015-10-31
5488	ST HERMENEGILDE	QC	45.12	-71.7	1965-04-01	1985-01-31
5489	ST HILAIRE DORSET	QC	45.87	-70.87	1965-09-01	1991-07-31
5491	ST HYACINTHE	QC	45.63	-72.95	1890-05-19	1979-12-31
5492	ST HYACINTHE 2	QC	45.57	-72.92	1963-10-01	2022-12-31
5493	ST ISIDORE DAUCKLAND	QC	45.27	-71.52	1964-06-02	1981-12-07
5494	ST JACQUES DE LEEDS	QC	46.27	-71.37	1965-05-01	1994-05-31
5495	ST JEAN	QC	45.3	-73.27	1963-03-01	1965-03-21
5517	STE SOPHIE	QC	46.15	-71.7	1965-04-01	1985-02-02
5518	ST SYLVESTRE	QC	46.33	-71.12	1957-01-01	1964-02-29
5519	ST THEOPHILE	QC	45.93	-70.48	1950-11-01	2017-05-04
5520	ST VALERIEN	QC	45.57	-72.67	1968-06-01	1994-04-30
5521	STE VICTOIRE	QC	45.95	-73.08	1957-06-01	1960-12-31
5522	ST WENCESLAS	QC	46.17	-72.33	1979-11-01	2018-04-30
5523	ST ZACHARIE	QC	46.12	-70.38	1965-09-01	1994-05-31
5524	ST ZEPHIRIN	QC	46.07	-72.58	1975-10-02	1994-05-31
5527	SCOTT	QC	46.5	-71.08	1950-11-01	2022-12-31
5532	SOREL	QC	46.03	-73.12	1914-06-01	2022-12-31
5565	VICTORIAVILLE	QC	46.05	-71.97	1949-11-06	1984-09-01
5567	WARDEN	QC	45.38	-72.5	1968-06-01	1991-05-31
5569	WEST DITTON	QC	45.4	-71.3	1965-06-01	1993-03-31
5572	DUHAMEL	QC	46.02	-75.08	1972-12-01	1994-04-16
5577	BARRAGE MERCIER	QC	46.72	-75.98	1927-01-01	1980-05-31
5578	BARRAGE MITCHINAMECUS	QC	47.22	-75.17	1941-07-15	1967-10-14
5582	BUCKINGHAM	QC	45.58	-75.42	1960-04-11	1985-01-31
5584	CHARTERIS	QC	45.68	-76.43	1980-05-16	2022-12-31
5591	HARRINGTON FOREST FARM	QC	45.85	-74.63	1963-01-01	1991-11-29
5592	HIGH FALLS	QC	45.85	-75.65	1933-11-01	1972-05-31
5601	LA MINERVE	QC	46.25	-74.93	1974-07-01	1994-05-31
5604	LUSKVILLE	QC	45.53	-76.05	1980-11-28	2022-12-31
5606	MANIWAKI AIRPORT	QC	46.27	-75.99	1994-01-01	2023-03-08
5607	MANIWAKI UA	QC	46.3	-76.01	1953-07-27	1993-05-31
5609	MANIWAKI 2	QC	46.38	-75.98	1913-10-01	1975-12-31
5611	MONTEBELLO	QC	45.65	-74.93	1976-07-01	1985-01-31
5612	MONTEBELLO (SEDBERGH)	QC	45.7	-74.93	1956-12-01	2015-03-10
5613	MONTEBELLO SEIGNIORY	QC	45.65	-74.95	1930-06-01	1975-04-30
5622	PERKINS	QC	45.6	-75.62	1911-05-01	1991-05-31
5630	ST HIPPOLYTE	QC	45.98	-74.0	1961-02-01	2022-12-31
5636	TAPINI FARM	QC	46.93	-75.13	1963-01-01	1977-06-08
5640	WALTHAM	QC	45.92	-76.92	1953-10-01	1994-06-18
5643	CAOTIBI	QC	50.72	-67.52	1975-08-17	1980-09-02
5645	ILE AUX COUDRES	QC	47.38	-70.38	1968-10-01	2004-04-30
5647	LES ESCOUMINS	QC	48.35	-69.42	1973-05-01	1980-06-30
5648	LES PALISSADES	QC	47.9	-69.93	1975-07-01	1977-10-15
5652	ST FRANCOIS IO	QC	46.98	-70.83	1968-06-01	1993-03-31
5653	ST HILARION	QC	47.6	-70.4	1968-10-01	2004-04-30
5658	BARRIERE JALBERT	QC	48.45	-70.7	1972-12-01	1975-03-31
5661	BARRIERE CLERMONT	QC	47.7	-70.22	1973-06-01	1978-07-31
5671	CAP AUX CORBEAUX	QC	47.45	-70.45	1958-08-01	1972-05-31
5673	CAP TOURMENTE	QC	47.07	-70.78	1971-01-01	1984-12-31
5680	FORESTVILLE	QC	48.73	-69.08	1963-01-01	1996-10-31
5681	FORESTVILLE NORD	QC	48.75	-69.08	1973-06-01	1980-06-30
5682	FORET MONTMORENCY	QC	47.32	-71.15	1965-07-14	2002-01-31
5687	GRANDES BERGERONNES	QC	48.25	-69.52	1951-08-11	2015-11-10
5690	HARRINGTON HARBOUR	QC	50.53	-59.5	1953-01-01	1978-10-31
5694	LABRIEVILLE B1	QC	49.3	-69.55	1955-01-01	1994-12-18
5695	LABRIEVILLE B2	QC	49.17	-69.23	1960-03-01	1968-10-31
5696	LABRIEVILLE 2	QC	49.32	-69.58	1959-02-01	1959-08-31
5698	LAKE EON	QC	51.87	-63.28	1955-03-01	1977-06-15
5700	LA TABATIERE	QC	50.83	-58.97	1971-07-01	1985-01-31
5701	LES BUISSONS	QC	49.12	-68.38	1973-06-01	2022-12-31
5702	LES CHAINONS	QC	49.35	-70.37	1975-06-04	1978-09-02
5703	LES EBOULEMENTS	QC	47.5	-70.25	1968-10-01	1994-05-31
5704	MANIC 5	QC	50.65	-68.73	1973-01-01	1974-05-26
5705	MANIC 2 LB1	QC	49.3	-68.4	1963-08-01	1991-05-31
5706	MANIC MILLE 76	QC	49.97	-68.75	1973-06-01	1980-06-30
5707	MANICOUAGAN A	QC	50.65	-68.83	1961-10-27	1971-09-26
5708	MECATINA R	QC	51.83	-62.88	1943-11-01	1952-06-30
5713	MONT STE ANNE	QC	47.08	-70.9	1967-02-10	1967-03-31
5714	MONT WRIGHT	QC	52.75	-67.33	1973-07-01	1973-08-31
5735	ST JEAN (IO)	QC	46.92	-70.92	1972-12-01	1994-05-31
5738	STE ROSE DU NORD	QC	48.4	-70.53	1973-09-01	2016-09-25
5739	ST SIMEON	QC	47.85	-69.87	1968-10-01	2004-04-30
5740	ST TITE DES CAPS	QC	47.15	-70.77	1968-10-01	1981-10-31
5741	ST URBAIN	QC	47.57	-70.55	1957-06-01	2004-04-30
5745	TADOUSSAC	QC	48.15	-69.7	1913-11-01	2004-04-30
5766	ARMAGH	QC	46.75	-70.53	1916-06-14	1994-05-31
5767	ARMAGH STATION	QC	46.72	-70.62	1966-12-01	1986-11-12
5768	BARRAGE LAC MORIN	QC	47.65	-69.52	1942-12-01	1984-06-30
5769	BARRAGE MISTIGOUGECHE	QC	48.18	-68.02	1961-08-05	1966-11-30
5770	BARRAGE MITIS	QC	48.33	-67.9	1926-07-01	1966-06-30
5776	CAP CHAT	QC	49.08	-66.75	1882-07-12	1974-11-30
5777	CAP CHAT DELVAL	QC	49.1	-66.7	1974-12-01	1983-05-25
5778	CAP CHAT EST	QC	49.12	-66.65	1973-06-01	1973-09-30
5779	CAP DES ROSIERS	QC	48.85	-64.2	1973-10-01	2022-12-31
5781	CAP MADELEINE	QC	49.23	-65.32	1882-07-09	1994-05-31
5782	CAP SEIZE	QC	49.02	-66.4	1967-01-01	1994-05-31
5789	DEPOT JOHN	QC	48.65	-67.27	1963-01-01	1971-10-31
5792	FAREWELL COVE	QC	48.87	-64.45	1973-09-01	1982-03-31
5793	GASPE	QC	48.83	-64.48	1895-08-01	1985-01-31
5795	GASPE 2	QC	49.12	-64.7	1947-10-01	1949-05-31
5796	GRANDE RIVIERE	QC	48.38	-64.53	1963-01-01	1997-05-31
5797	GRANDE VALLEE	QC	49.2	-65.15	1963-01-01	2004-04-30
5801	HONFLEUR	QC	46.68	-70.85	1957-08-01	2005-10-05
5805	LAMARTINE	QC	47.03	-70.35	1960-07-05	1994-04-09
5806	LA POCATIERE CDA	QC	47.35	-70.03	1899-10-01	1996-03-31
5808	LES FONDS	QC	49.05	-66.68	1969-08-01	1989-05-31
5814	MONT-JOLI A	QC	48.6	-68.22	1953-01-01	2013-03-13
5817	MONTMAGNY	QC	46.97	-70.58	1963-01-01	2004-04-30
5820	NEW RICHMOND	QC	48.17	-65.8	1964-07-13	1991-01-31
5828	PERCE	QC	48.52	-64.2	1896-08-13	1951-01-31
5853	ST GABRIEL	QC	48.48	-68.15	1981-06-01	1994-05-31
5855	ST GUY	QC	48.05	-68.82	1963-01-01	2004-04-30
5872	ST VALLIER	QC	46.83	-70.83	1959-01-01	1961-09-30
5873	SQUATECK	QC	47.88	-68.7	1963-01-01	1994-05-31
5874	TRINITE DES MONTS	QC	48.13	-68.48	1950-12-01	2004-04-30
5875	TROIS PISTOLES	QC	48.15	-69.12	1951-07-01	2004-04-30
5879	LAC ALEX	QC	49.25	-71.47	1965-01-01	1966-12-31
5883	FALARDEAU	QC	48.63	-71.13	1979-09-01	2004-04-30
5885	BARRIERE ETIENNICHE	QC	49.45	-71.38	1973-06-01	1975-05-31
5910	ISLE MALIGNE	QC	48.58	-71.63	1924-10-01	1991-01-31
5929	PERIBONCA	QC	48.77	-72.03	1951-08-01	2016-11-22
5941	SHIPSHAW	QC	48.45	-71.22	1943-07-15	1993-10-14
5943	LA TUQUE S	QC	47.4	-72.78	1973-06-01	1990-09-15
5950	BARRAGE MATTAWIN	QC	46.85	-73.65	1929-11-21	1982-12-08
5951	BARRAGE MONDONAC	QC	47.45	-73.93	1943-05-01	1966-08-31
5954	GRANDE ANSE	QC	47.1	-72.93	1982-07-22	2015-03-31
5957	LA TUQUE	QC	47.4	-72.78	1911-09-01	2004-04-30
5977	BARRAGE TEMISCAMINGUE	QC	46.71	-79.1	1997-01-01	2023-03-08
5979	CADILLAC	QC	48.22	-78.38	1951-09-19	1984-06-09
5980	CADILLAC	QC	48.2	-78.33	1976-06-01	1978-11-18
5981	GRAND LAC VICTORIA	QC	47.83	-77.37	1927-09-01	1984-05-05
