postalcode	closest_stationid	eff_from_dt	eff_to_dt
A1C5Z7	6658	2004-11-28	2016-11-29
A1C5Z7	10113	2016-11-30	2023-03-08
A1C5Z8	6556	1953-01-01	1955-06-30
A1C5Z8	6559	1955-07-01	1955-09-30
A1C5Z8	6602	1955-10-01	1960-05-31
A1C5Z8	6559	1960-06-01	1961-06-30
A1C5Z8	6730	1961-07-01	1969-11-30
A1C5Z8	6672	1969-12-01	2004-11-27
A1C5Z8	6658	2004-11-28	2016-11-29
A1C5Z8	10113	2016-11-30	2023-03-08
A1C6A1	6556	1953-01-01	1955-06-30
A1C6A1	6559	1955-07-01	1955-09-30
A1C6A1	6602	1955-10-01	1960-05-31
A1C6A1	6559	1960-06-01	1961-06-30
A1C6A1	6730	1961-07-01	1969-11-30
A1C6A1	6672	1969-12-01	2004-11-27
A1C6A1	6658	2004-11-28	2016-11-29
A1C6A1	10113	2016-11-30	2023-03-08
A1C6A3	6556	1953-01-01	1955-06-30
A1C6A3	6559	1955-07-01	1955-09-30
A1C6A3	6602	1955-10-01	1960-05-31
A1C6A3	6559	1960-06-01	1961-06-30
A1C6A3	6730	1961-07-01	1969-11-30
A1C6A3	6672	1969-12-01	2004-11-27
A1C6A3	6658	2004-11-28	2016-11-29
A1C6A3	10113	2016-11-30	2023-03-08
A1C6A5	6556	1953-01-01	1955-06-30
A1C6A5	6559	1955-07-01	1955-09-30
A1C6A5	6602	1955-10-01	1960-05-31
A1C6A5	6559	1960-06-01	1961-06-30
A1C6A5	6730	1961-07-01	1969-11-30
A1C6A5	6672	1969-12-01	2004-11-27
A1C6A5	6658	2004-11-28	2016-11-29
A1C6A5	10113	2016-11-30	2023-03-08
A1C6A6	6556	1953-01-01	1955-06-30
A1C6A6	6559	1955-07-01	1955-09-30
A1C6A6	6602	1955-10-01	1960-05-31
A1C6A6	6559	1960-06-01	1961-06-30
A1C6A6	6730	1961-07-01	1969-11-30
A1C6A6	6672	1969-12-01	2004-11-27
A1C6A6	6658	2004-11-28	2016-11-29
A1C6A6	10113	2016-11-30	2023-03-08
A1C6A7	6556	1953-01-01	1955-06-30
A1C6A7	6559	1955-07-01	1955-09-30
A1C6A7	6602	1955-10-01	1960-05-31
A1C6A7	6559	1960-06-01	1961-06-30
A1C6A7	6730	1961-07-01	1969-11-30
A1C6A7	6672	1969-12-01	2004-11-27
A1C6A7	6658	2004-11-28	2016-11-29
A1C6A7	10113	2016-11-30	2023-03-08
A1C6B1	6556	1953-01-01	1955-06-30
A1C6B1	6559	1955-07-01	1955-09-30
A1C6B1	6602	1955-10-01	1960-05-31
A1C6B1	6559	1960-06-01	1961-06-30
A1C6B1	6730	1961-07-01	1969-11-30
A1C6B1	6672	1969-12-01	2004-11-27
A1C6B1	6658	2004-11-28	2016-11-29
A1C6B1	10113	2016-11-30	2023-03-08
A1C6B2	6556	1953-01-01	1955-06-30
A1C6B2	6559	1955-07-01	1955-09-30
A1C6B2	6602	1955-10-01	1960-05-31
A1C6B2	6559	1960-06-01	1961-06-30
A1C6B2	6730	1961-07-01	1969-11-30
A1C6B2	6672	1969-12-01	1970-11-22
A1C6B2	6681	1970-11-23	1975-08-31
A1C6B2	6672	1975-09-01	2004-11-27
A1C6B2	6658	2004-11-28	2016-11-29
A1C6B2	10113	2016-11-30	2023-03-08
A1C6B3	6556	1953-01-01	1955-06-30
A1C6B3	6559	1955-07-01	1955-09-30
A1C6B3	6602	1955-10-01	1960-05-31
A1C6B3	6559	1960-06-01	1961-06-30
A1C6B3	6730	1961-07-01	1969-11-30
A1C6B3	6672	1969-12-01	2004-11-27
A1C6B3	6658	2004-11-28	2016-11-29
A1C6B3	10113	2016-11-30	2023-03-08
A1C6B4	6556	1953-01-01	1955-06-30
A1C6B4	6559	1955-07-01	1955-09-30
A1C6B4	6602	1955-10-01	1960-05-31
A1C6B4	6559	1960-06-01	1961-06-30
A1C6B4	6730	1961-07-01	1969-11-30
A1C6B4	6672	1969-12-01	2004-11-27
A1C6B4	6658	2004-11-28	2016-11-29
A1C6B4	10113	2016-11-30	2023-03-08
A1C6B5	6556	1953-01-01	1955-06-30
A1C6B5	6559	1955-07-01	1955-09-30
A1C6B5	6602	1955-10-01	1960-05-31
A1C6B5	6559	1960-06-01	1961-06-30
A1C6B5	6730	1961-07-01	1969-11-30
A1C6B5	6672	1969-12-01	2004-11-27
A1C6B5	6658	2004-11-28	2016-11-29
A1C6B5	10113	2016-11-30	2023-03-08
A1C6B6	6556	1953-01-01	1955-06-30
A1C6B6	6559	1955-07-01	1955-09-30
A1C6B6	6602	1955-10-01	1960-05-31
A1C6B6	6559	1960-06-01	1961-06-30
A1C6B6	6730	1961-07-01	1969-11-30
A1C6B6	6672	1969-12-01	2004-11-27
A1C6B6	6658	2004-11-28	2016-11-29
A1C6B6	10113	2016-11-30	2023-03-08
A1C6B7	6556	1953-01-01	1955-06-30
A1C6B7	6559	1955-07-01	1955-09-30
A1C6B7	6602	1955-10-01	1960-05-31
A1C6B7	6559	1960-06-01	1961-06-30
A1C6B7	6730	1961-07-01	1969-11-30
A1C6B7	6672	1969-12-01	2004-11-27
A1C6B7	6658	2004-11-28	2016-11-29
A1C6B7	10113	2016-11-30	2023-03-08
A1C6B8	6556	1953-01-01	1955-06-30
A1C6B8	6559	1955-07-01	1955-09-30
A1C6B8	6602	1955-10-01	1960-05-31
A1C6B8	6559	1960-06-01	1961-06-30
A1C6B8	6730	1961-07-01	1969-11-30
A1C6B8	6672	1969-12-01	2004-11-27
A1C6B8	6658	2004-11-28	2016-11-29
A1C6B8	10113	2016-11-30	2023-03-08
A1C6B9	6556	1953-01-01	1955-06-30
A1C6B9	6559	1955-07-01	1955-09-30
A1C6B9	6602	1955-10-01	1960-05-31
A1C6B9	6559	1960-06-01	1961-06-30
A1C6B9	6730	1961-07-01	1969-11-30
A1C6B9	6672	1969-12-01	2004-11-27
A1C6B9	6658	2004-11-28	2016-11-29
A1C6B9	10113	2016-11-30	2023-03-08
A1C6C1	6556	1953-01-01	1955-06-30
A1C6C1	6559	1955-07-01	1955-09-30
A1C6C1	6602	1955-10-01	1960-05-31
A1C6C1	6559	1960-06-01	1961-06-30
A1C6C1	6730	1961-07-01	1969-11-30
A1C6C1	6672	1969-12-01	2004-11-27
A1C6C1	6658	2004-11-28	2016-11-29
A1C6C1	10113	2016-11-30	2023-03-08
A1C6C2	6556	1953-01-01	1955-06-30
A1C6C2	6559	1955-07-01	1955-09-30
A1C6C2	6602	1955-10-01	1960-05-31
A1C6C2	6559	1960-06-01	1961-06-30
A1C6C2	6730	1961-07-01	1969-11-30
A1C6C2	6672	1969-12-01	2004-11-27
A1C6C2	6658	2004-11-28	2016-11-29
A1C6C2	10113	2016-11-30	2023-03-08
A1C6C3	6556	1953-01-01	1955-06-30
A1C6C3	6559	1955-07-01	1955-09-30
A1C6C3	6602	1955-10-01	1960-05-31
A1C6C3	6559	1960-06-01	1961-06-30
A1C6C3	6730	1961-07-01	1969-11-30
A1C6C3	6672	1969-12-01	2004-11-27
A1C6C3	6658	2004-11-28	2016-11-29
A1C6C3	10113	2016-11-30	2023-03-08
A1C6C4	6556	1953-01-01	1955-06-30
A1C6C4	6559	1955-07-01	1955-09-30
A1C6C4	6602	1955-10-01	1960-05-31
A1C6C4	6559	1960-06-01	1961-06-30
A1C6C4	6730	1961-07-01	1969-11-30
A1C6C4	6672	1969-12-01	2004-11-27
A1C6C4	6658	2004-11-28	2016-11-29
A1C6C4	10113	2016-11-30	2023-03-08
A1C6C7	6556	1953-01-01	1955-06-30
A1C6C7	6559	1955-07-01	1955-09-30
A1C6C7	6602	1955-10-01	1960-05-31
A1C6C7	6559	1960-06-01	1961-06-30
A1C6C7	6730	1961-07-01	1969-11-30
A1C6C7	6672	1969-12-01	2004-11-27
A1C6C7	6658	2004-11-28	2016-11-29
A1C6C7	10113	2016-11-30	2023-03-08
A1C6C8	6556	1953-01-01	1955-06-30
A1C6C8	6559	1955-07-01	1955-09-30
A1C6C8	6602	1955-10-01	1960-05-31
A1C6C8	6559	1960-06-01	1961-06-30
A1C6C8	6730	1961-07-01	1969-11-30
A1C6C8	6672	1969-12-01	2004-11-27
A1C6C8	6658	2004-11-28	2016-11-29
A1C6C8	10113	2016-11-30	2023-03-08
A1C6C9	6556	1953-01-01	1955-06-30
A1C6C9	6559	1955-07-01	1955-09-30
A1C6C9	6602	1955-10-01	1960-05-31
A1C6C9	6559	1960-06-01	1961-06-30
A1C6C9	6730	1961-07-01	1969-11-30
A1C6C9	6672	1969-12-01	2004-11-27
A1C6C9	6658	2004-11-28	2016-11-29
A1C6C9	10113	2016-11-30	2023-03-08
A1C6E2	6556	1953-01-01	1955-06-30
A1C6E2	6559	1955-07-01	1955-09-30
A1C6E2	6602	1955-10-01	1960-05-31
A1C6E2	6559	1960-06-01	1961-06-30
A1C6E2	6730	1961-07-01	1969-11-30
A1C6E2	6672	1969-12-01	2004-11-27
A1C6E2	6658	2004-11-28	2016-11-29
A1C6E2	10113	2016-11-30	2023-03-08
A1C6E3	6556	1953-01-01	1955-06-30
A1C6E3	6559	1955-07-01	1955-09-30
A1C6E3	6602	1955-10-01	1960-05-31
A1C6E3	6559	1960-06-01	1961-06-30
A1C6E3	6730	1961-07-01	1969-11-30
A1C6E3	6672	1969-12-01	2004-11-27
A1C6E3	6658	2004-11-28	2016-11-29
A1C6E3	10113	2016-11-30	2023-03-08
A1C6E4	6556	1953-01-01	1955-06-30
A1C6E4	6559	1955-07-01	1955-09-30
A1C6E4	6602	1955-10-01	1960-05-31
A1C6E4	6559	1960-06-01	1961-06-30
A1C6E4	6730	1961-07-01	1969-11-30
A1C6E4	6672	1969-12-01	2004-11-27
A1C6E4	6658	2004-11-28	2016-11-29
A1C6E4	10113	2016-11-30	2023-03-08
A1C6E6	6556	1953-01-01	1955-06-30
A1C6E6	6559	1955-07-01	1955-09-30
A1C6E6	6602	1955-10-01	1960-05-31
A1C6E6	6559	1960-06-01	1961-06-30
A1C6E6	6730	1961-07-01	1969-11-30
A1C6E6	6672	1969-12-01	1970-11-22
A1C6E6	6681	1970-11-23	1975-08-31
A1C6E6	6672	1975-09-01	2004-11-27
A1C6E6	6658	2004-11-28	2016-11-29
A1C6E6	10113	2016-11-30	2023-03-08
A1C6E7	6556	1953-01-01	1955-06-30
A1C6E7	6559	1955-07-01	1955-09-30
A1C6E7	6602	1955-10-01	1960-05-31
A1C6E7	6559	1960-06-01	1961-06-30
A1C6E7	6730	1961-07-01	1969-11-30
A1C6E7	6672	1969-12-01	2004-11-27
A1C6E7	6658	2004-11-28	2016-11-29
A1C6E7	10113	2016-11-30	2023-03-08
A1C6E8	6556	1953-01-01	1955-06-30
A1C6E8	6559	1955-07-01	1955-09-30
A1C6E8	6602	1955-10-01	1960-05-31
A1C6E8	6559	1960-06-01	1961-06-30
A1C6E8	6730	1961-07-01	1969-11-30
A1C6E8	6672	1969-12-01	2004-11-27
A1C6E8	6658	2004-11-28	2016-11-29
A1C6E8	10113	2016-11-30	2023-03-08
A1C6E9	6556	1953-01-01	1955-06-30
A1C6E9	6559	1955-07-01	1955-09-30
A1C6E9	6602	1955-10-01	1960-05-31
A1C6E9	6559	1960-06-01	1961-06-30
A1C6E9	6730	1961-07-01	1969-11-30
A1C6E9	6672	1969-12-01	2004-11-27
A1C6E9	6658	2004-11-28	2016-11-29
A1C6E9	10113	2016-11-30	2023-03-08
A1C6G1	6556	1953-01-01	1955-06-30
A1C6G1	6559	1955-07-01	1955-09-30
A1C6G1	6602	1955-10-01	1960-05-31
A1C6G1	6559	1960-06-01	1961-06-30
A1C6G1	6730	1961-07-01	1969-11-30
A1C6G1	6672	1969-12-01	2004-11-27
A1C6G1	6658	2004-11-28	2016-11-29
A1C6G1	10113	2016-11-30	2023-03-08
A1C6G3	6556	1953-01-01	1955-06-30
A1C6G3	6559	1955-07-01	1955-09-30
A1C6G3	6602	1955-10-01	1960-05-31
A1C6G3	6559	1960-06-01	1961-06-30
A1C6G3	6730	1961-07-01	1969-11-30
A1C6G3	6672	1969-12-01	2004-11-27
A1C6G3	6658	2004-11-28	2016-11-29
A1C6G3	10113	2016-11-30	2023-03-08
A1C6G4	6556	1953-01-01	1955-06-30
A1C6G4	6559	1955-07-01	1955-09-30
A1C6G4	6602	1955-10-01	1960-05-31
A1C6G4	6559	1960-06-01	1961-06-30
A1C6G4	6730	1961-07-01	1969-11-30
A1C6G4	6672	1969-12-01	2004-11-27
A1C6G4	6658	2004-11-28	2016-11-29
A1C6G4	10113	2016-11-30	2023-03-08
A1C6G5	6556	1953-01-01	1955-06-30
A1C6G5	6559	1955-07-01	1955-09-30
A1C6G5	6602	1955-10-01	1960-05-31
A1C6G5	6559	1960-06-01	1961-06-30
A1C6G5	6730	1961-07-01	1969-11-30
A1C6G5	6672	1969-12-01	2004-11-27
A1C6G5	6658	2004-11-28	2016-11-29
A1C6G5	10113	2016-11-30	2023-03-08
A1C6G6	6556	1953-01-01	1955-06-30
A1C6G6	6559	1955-07-01	1955-09-30
A1C6G6	6602	1955-10-01	1960-05-31
A1C6G6	6559	1960-06-01	1961-06-30
A1C6G6	6730	1961-07-01	1969-11-30
A1C6G6	6672	1969-12-01	2004-11-27
A1C6G6	6658	2004-11-28	2016-11-29
A1C6G6	10113	2016-11-30	2023-03-08
A1C6G7	6556	1953-01-01	1955-06-30
A1C6G7	6559	1955-07-01	1955-09-30
A1C6G7	6602	1955-10-01	1960-05-31
A1C6G7	6559	1960-06-01	1961-06-30
A1C6G7	6730	1961-07-01	1969-11-30
A1C6G7	6672	1969-12-01	2004-11-27
A1C6G7	6658	2004-11-28	2016-11-29
A1C6G7	10113	2016-11-30	2023-03-08
A1C6G8	6556	1953-01-01	1955-06-30
A1C6G8	6559	1955-07-01	1955-09-30
A1C6G8	6602	1955-10-01	1960-05-31
A1C6G8	6559	1960-06-01	1961-06-30
A1C6G8	6730	1961-07-01	1969-11-30
A1C6G8	6672	1969-12-01	2004-11-27
A1C6G8	6658	2004-11-28	2016-11-29
A1C6G8	10113	2016-11-30	2023-03-08
A1C6G9	6556	1953-01-01	1955-06-30
A1C6G9	6559	1955-07-01	1955-09-30
A1C6G9	6602	1955-10-01	1960-05-31
A1C6G9	6559	1960-06-01	1961-06-30
A1C6G9	6730	1961-07-01	1969-11-30
A1C6G9	6672	1969-12-01	2004-11-27
A1C6G9	6658	2004-11-28	2016-11-29
A1C6G9	10113	2016-11-30	2023-03-08
A1C6H1	6556	1953-01-01	1955-06-30
A1C6H1	6559	1955-07-01	1955-09-30
A1C6H1	6602	1955-10-01	1960-05-31
A1C6H1	6559	1960-06-01	1961-06-30
A1C6H1	6730	1961-07-01	1969-11-30
A1C6H1	6672	1969-12-01	2004-11-27
A1C6H1	6658	2004-11-28	2016-11-29
A1C6H1	10113	2016-11-30	2023-03-08
A1C6H2	6556	1953-01-01	1955-06-30
A1C6H2	6559	1955-07-01	1955-09-30
A1C6H2	6602	1955-10-01	1960-05-31
A1C6H2	6559	1960-06-01	1961-06-30
A1C6H2	6730	1961-07-01	1969-11-30
A1C6H2	6672	1969-12-01	2004-11-27
A1C6H2	6658	2004-11-28	2016-11-29
A1C6H2	10113	2016-11-30	2023-03-08
A1C6H3	6556	1953-01-01	1955-06-30
A1C6H3	6559	1955-07-01	1955-09-30
A1C6H3	6602	1955-10-01	1960-05-31
A1C6H3	6559	1960-06-01	1961-06-30
A1C6H3	6730	1961-07-01	1969-11-30
A1C6H3	6672	1969-12-01	2004-11-27
A1C6H3	6658	2004-11-28	2016-11-29
A1C6H3	10113	2016-11-30	2023-03-08
A1C6H4	6556	1953-01-01	1955-06-30
A1C6H4	6559	1955-07-01	1955-09-30
A1C6H4	6602	1955-10-01	1960-05-31
A1C6H4	6559	1960-06-01	1961-06-30
A1C6H4	6730	1961-07-01	1969-11-30
A1C6H4	6672	1969-12-01	2004-11-27
A1C6H4	6658	2004-11-28	2016-11-29
A1C6H4	10113	2016-11-30	2023-03-08
A1C6H5	6556	1953-01-01	1955-06-30
A1C6H5	6559	1955-07-01	1955-09-30
A1C6H5	6602	1955-10-01	1960-05-31
A1C6H5	6559	1960-06-01	1961-06-30
A1C6H5	6730	1961-07-01	1969-11-30
A1C6H5	6672	1969-12-01	2004-11-27
A1C6H5	6658	2004-11-28	2016-11-29
A1C6H5	10113	2016-11-30	2023-03-08
A1C6H6	6556	1953-01-01	1955-06-30
A1C6H6	6559	1955-07-01	1955-09-30
A1C6H6	6602	1955-10-01	1960-05-31
A1C6H6	6559	1960-06-01	1961-06-30
A1C6H6	6730	1961-07-01	1969-11-30
A1C6H6	6672	1969-12-01	2004-11-27
A1C6H6	6658	2004-11-28	2016-11-29
A1C6H6	10113	2016-11-30	2023-03-08
A1C6H7	6556	1953-01-01	1955-06-30
A1C6H7	6559	1955-07-01	1955-09-30
A1C6H7	6602	1955-10-01	1960-05-31
A1C6H7	6559	1960-06-01	1961-06-30
A1C6H7	6730	1961-07-01	1969-11-30
A1C6H7	6672	1969-12-01	2004-11-27
A1C6H7	6658	2004-11-28	2016-11-29
A1C6H7	10113	2016-11-30	2023-03-08
A1C6H8	6556	1953-01-01	1955-06-30
A1C6H8	6559	1955-07-01	1955-09-30
A1C6H8	6602	1955-10-01	1960-05-31
A1C6H8	6559	1960-06-01	1961-06-30
A1C6H8	6730	1961-07-01	1969-11-30
A1C6H8	6672	1969-12-01	2004-11-27
A1C6H8	6658	2004-11-28	2016-11-29
A1C6H8	10113	2016-11-30	2023-03-08
A1C6H9	6556	1953-01-01	1955-06-30
A1C6H9	6559	1955-07-01	1955-09-30
A1C6H9	6602	1955-10-01	1960-05-31
A1C6H9	6559	1960-06-01	1961-06-30
A1C6H9	6730	1961-07-01	1969-11-30
A1C6H9	6672	1969-12-01	2004-11-27
A1C6H9	6658	2004-11-28	2016-11-29
A1C6H9	10113	2016-11-30	2023-03-08
A1C6J2	6556	1953-01-01	1955-06-30
A1C6J2	6559	1955-07-01	1955-09-30
A1C6J2	6602	1955-10-01	1960-05-31
A1C6J2	6559	1960-06-01	1961-06-30
A1C6J2	6730	1961-07-01	1969-11-30
A1C6J2	6672	1969-12-01	2004-11-27
A1C6J2	6658	2004-11-28	2016-11-29
A1C6J2	10113	2016-11-30	2023-03-08
A1C6J3	6556	1953-01-01	1955-06-30
A1C6J3	6559	1955-07-01	1955-09-30
A1C6J3	6602	1955-10-01	1960-05-31
A1C6J3	6559	1960-06-01	1961-06-30
A1C6J3	6730	1961-07-01	1969-11-30
A1C6J3	6672	1969-12-01	2004-11-27
A1C6J3	6658	2004-11-28	2016-11-29
A1C6J3	10113	2016-11-30	2023-03-08
A1C6J4	6556	1953-01-01	1955-06-30
A1C6J4	6559	1955-07-01	1955-09-30
A1C6J4	6602	1955-10-01	1960-05-31
A1C6J4	6559	1960-06-01	1961-06-30
A1C6J4	6730	1961-07-01	1969-11-30
A1C6J4	6672	1969-12-01	2004-11-27
A1C6J4	6658	2004-11-28	2016-11-29
A1C6J4	10113	2016-11-30	2023-03-08
A1C6J5	6556	1953-01-01	1955-06-30
A1C6J5	6559	1955-07-01	1955-09-30
A1C6J5	6602	1955-10-01	1960-05-31
A1C6J5	6559	1960-06-01	1961-06-30
A1C6J5	6730	1961-07-01	1969-11-30
A1C6J5	6672	1969-12-01	2004-11-27
A1C6J5	6658	2004-11-28	2016-11-29
A1C6J5	10113	2016-11-30	2023-03-08
A1C6J6	6556	1953-01-01	1955-06-30
A1C6J6	6559	1955-07-01	1955-09-30
A1C6J6	6602	1955-10-01	1960-05-31
A1C6J6	6559	1960-06-01	1961-06-30
A1C6J6	6730	1961-07-01	1969-11-30
A1C6J6	6672	1969-12-01	2004-11-27
A1C6J6	6658	2004-11-28	2016-11-29
A1C6J6	10113	2016-11-30	2023-03-08
A1C6J7	6556	1953-01-01	1955-06-30
A1C6J7	6559	1955-07-01	1955-09-30
A1C6J7	6602	1955-10-01	1960-05-31
A1C6J7	6559	1960-06-01	1961-06-30
A1C6J7	6730	1961-07-01	1969-11-30
A1C6J7	6672	1969-12-01	2004-11-27
A1C6J7	6658	2004-11-28	2016-11-29
A1C6J7	10113	2016-11-30	2023-03-08
A1C6J8	6556	1953-01-01	1955-06-30
A1C6J8	6559	1955-07-01	1955-09-30
A1C6J8	6602	1955-10-01	1960-05-31
A1C6J8	6559	1960-06-01	1961-06-30
A1C6J8	6730	1961-07-01	1969-11-30
A1C6J8	6672	1969-12-01	2004-11-27
A1C6J8	6658	2004-11-28	2016-11-29
A1C6J8	10113	2016-11-30	2023-03-08
A1C6J9	6556	1953-01-01	1955-06-30
A1C6J9	6559	1955-07-01	1955-09-30
A1C6J9	6602	1955-10-01	1960-05-31
A1C6J9	6559	1960-06-01	1961-06-30
A1C6J9	6730	1961-07-01	1969-11-30
A1C6J9	6672	1969-12-01	2004-11-27
A1C6J9	6658	2004-11-28	2016-11-29
A1C6J9	10113	2016-11-30	2023-03-08
A1C6K1	6556	1953-01-01	1955-06-30
A1C6K1	6559	1955-07-01	1955-09-30
A1C6K1	6602	1955-10-01	1960-05-31
A1C6K1	6559	1960-06-01	1961-06-30
A1C6K1	6730	1961-07-01	1969-11-30
A1C6K1	6672	1969-12-01	2004-11-27
A1C6K1	6658	2004-11-28	2016-11-29
A1C6K1	10113	2016-11-30	2023-03-08
A1C6K2	6556	1953-01-01	1955-06-30
A1C6K2	6559	1955-07-01	1955-09-30
A1C6K2	6602	1955-10-01	1960-05-31
A1C6K2	6559	1960-06-01	1961-06-30
A1C6K2	6730	1961-07-01	1969-11-30
A1C6K2	6672	1969-12-01	2004-11-27
A1C6K2	6658	2004-11-28	2016-11-29
A1C6K2	10113	2016-11-30	2023-03-08
A1C6K3	6556	1953-01-01	1955-06-30
A1C6K3	6559	1955-07-01	1955-09-30
A1C6K3	6602	1955-10-01	1960-05-31
A1C6K3	6559	1960-06-01	1961-06-30
A1C6K3	6730	1961-07-01	1969-11-30
A1C6K3	6672	1969-12-01	2004-11-27
A1C6K3	6658	2004-11-28	2016-11-29
A1C6K3	10113	2016-11-30	2023-03-08
A1C6K4	6556	1953-01-01	1955-06-30
A1C6K4	6559	1955-07-01	1955-09-30
A1C6K4	6602	1955-10-01	1960-05-31
A1C6K4	6559	1960-06-01	1961-06-30
A1C6K4	6730	1961-07-01	1969-11-30
A1C6K4	6672	1969-12-01	2004-11-27
A1C6K4	6658	2004-11-28	2016-11-29
A1C6K4	10113	2016-11-30	2023-03-08
A1C6K5	6556	1953-01-01	1955-06-30
A1C6K5	6559	1955-07-01	1955-09-30
A1C6K5	6602	1955-10-01	1960-05-31
A1C6K5	6559	1960-06-01	1961-06-30
A1C6K5	6730	1961-07-01	1969-11-30
A1C6K5	6672	1969-12-01	1970-11-22
A1C6K5	6681	1970-11-23	1975-08-31
A1C6K5	6672	1975-09-01	2004-11-27
A1C6K5	6658	2004-11-28	2016-11-29
A1C6K5	10113	2016-11-30	2023-03-08
A1C6K6	6556	1953-01-01	1955-06-30
A1C6K6	6559	1955-07-01	1955-09-30
A1C6K6	6602	1955-10-01	1960-05-31
A1C6K6	6559	1960-06-01	1961-06-30
A1C6K6	6730	1961-07-01	1969-11-30
A1C6K6	6672	1969-12-01	2004-11-27
A1C6K6	6658	2004-11-28	2016-11-29
A1C6K6	10113	2016-11-30	2023-03-08
A1C6K7	6556	1953-01-01	1955-06-30
A1C6K7	6559	1955-07-01	1955-09-30
A1C6K7	6602	1955-10-01	1960-05-31
A1C6K7	6559	1960-06-01	1961-06-30
A1C6K7	6730	1961-07-01	1969-11-30
A1C6K7	6672	1969-12-01	2004-11-27
A1C6K7	6658	2004-11-28	2016-11-29
A1C6K7	10113	2016-11-30	2023-03-08
A1C6K8	6556	1953-01-01	1955-06-30
A1C6K8	6559	1955-07-01	1955-09-30
A1C6K8	6602	1955-10-01	1960-05-31
A1C6K8	6559	1960-06-01	1961-06-30
A1C6K8	6730	1961-07-01	1969-11-30
A1C6K8	6672	1969-12-01	2004-11-27
A1C6K8	6658	2004-11-28	2016-11-29
A1C6K8	10113	2016-11-30	2023-03-08
A1C6K9	6556	1953-01-01	1955-06-30
A1C6K9	6559	1955-07-01	1955-09-30
A1C6K9	6602	1955-10-01	1960-05-31
A1C6K9	6559	1960-06-01	1961-06-30
A1C6K9	6730	1961-07-01	1969-11-30
A1C6K9	6672	1969-12-01	2004-11-27
A1C6K9	6658	2004-11-28	2016-11-29
A1C6K9	10113	2016-11-30	2023-03-08
A1C6L1	6556	1953-01-01	1955-06-30
A1C6L1	6559	1955-07-01	1955-09-30
A1C6L1	6602	1955-10-01	1960-05-31
A1C6L1	6559	1960-06-01	1961-06-30
A1C6L1	6730	1961-07-01	1969-11-30
A1C6L1	6672	1969-12-01	2004-11-27
A1C6L1	6658	2004-11-28	2016-11-29
A1C6L1	10113	2016-11-30	2023-03-08
A1C6L2	6556	1953-01-01	1955-06-30
A1C6L2	6559	1955-07-01	1955-09-30
A1C6L2	6602	1955-10-01	1960-05-31
A1C6L2	6559	1960-06-01	1961-06-30
A1C6L2	6730	1961-07-01	1969-11-30
A1C6L2	6672	1969-12-01	2004-11-27
A1C6L2	6658	2004-11-28	2016-11-29
A1C6L2	10113	2016-11-30	2023-03-08
A1C6L3	6556	1953-01-01	1955-06-30
A1C6L3	6559	1955-07-01	1955-09-30
A1C6L3	6602	1955-10-01	1960-05-31
A1C6L3	6559	1960-06-01	1961-06-30
A1C6L3	6730	1961-07-01	1969-11-30
A1C6L3	6672	1969-12-01	2004-11-27
A1C6L3	6658	2004-11-28	2016-11-29
A1C6L3	10113	2016-11-30	2023-03-08
A1C6L4	6556	1953-01-01	1955-06-30
A1C6L4	6559	1955-07-01	1955-09-30
A1C6L4	6602	1955-10-01	1960-05-31
A1C6L4	6559	1960-06-01	1961-06-30
A1C6L4	6730	1961-07-01	1969-11-30
A1C6L4	6672	1969-12-01	2004-11-27
A1C6L4	6658	2004-11-28	2016-11-29
A1C6L4	10113	2016-11-30	2023-03-08
A1C6L5	6556	1953-01-01	1955-06-30
A1C6L5	6559	1955-07-01	1955-09-30
A1C6L5	6602	1955-10-01	1960-05-31
A1C6L5	6559	1960-06-01	1961-06-30
A1C6L5	6730	1961-07-01	1969-11-30
A1C6L5	6672	1969-12-01	2004-11-27
A1C6L5	6658	2004-11-28	2016-11-29
A1C6L5	10113	2016-11-30	2023-03-08
A1C6L6	6556	1953-01-01	1955-06-30
A1C6L6	6559	1955-07-01	1955-09-30
A1C6L6	6602	1955-10-01	1960-05-31
A1C6L6	6559	1960-06-01	1961-06-30
A1C6L6	6730	1961-07-01	1969-11-30
A1C6L6	6672	1969-12-01	2004-11-27
A1C6L6	6658	2004-11-28	2016-11-29
A1C6L6	10113	2016-11-30	2023-03-08
A1C6L7	6556	1953-01-01	1955-06-30
A1C6L7	6559	1955-07-01	1955-09-30
A1C6L7	6602	1955-10-01	1960-05-31
A1C6L7	6559	1960-06-01	1961-06-30
A1C6L7	6730	1961-07-01	1969-11-30
A1C6L7	6672	1969-12-01	2004-11-27
A1C6L7	6658	2004-11-28	2016-11-29
A1C6L7	10113	2016-11-30	2023-03-08
A1C6L8	6556	1953-01-01	1955-06-30
A1C6L8	6559	1955-07-01	1955-09-30
A1C6L8	6602	1955-10-01	1960-05-31
A1C6L8	6559	1960-06-01	1961-06-30
A1C6L8	6730	1961-07-01	1969-11-30
A1C6L8	6672	1969-12-01	2004-11-27
A1C6L8	6658	2004-11-28	2016-11-29
A1C6L8	10113	2016-11-30	2023-03-08
A1C6L9	6556	1953-01-01	1955-06-30
A1C6L9	6559	1955-07-01	1955-09-30
A1C6L9	6602	1955-10-01	1960-05-31
A1C6L9	6559	1960-06-01	1961-06-30
A1C6L9	6730	1961-07-01	1969-11-30
